smiles,pAct_JNK1,pAct_JNK2,pAct_JNK3
O=c1n(Cc2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,,7.03,7.27
S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,,5.53,6.25
O=c1[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,,4.5,4.8
O=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,,7.16,7.62
O=c1[nH]nc(-c2ccnc(NC3CCCOC3)c2)n1-c1ccc2ccccc2c1,,6.89,7.5
O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,,6.6,7.07
O=c1[nH]nc(-c2ccnc(NC3CCCC3)c2)n1-c1ccc2ccccc2c1,,6.46,6.89
O=c1[nH]nc(-c2ccnc(NC3CCC3)c2)n1-c1ccc2ccccc2c1,,6.66,7.16
O=c1[nH]nc(-c2ccnc(NC3CC3)c2)n1-c1ccc2ccccc2c1,,6.41,6.89
O=c1[nH]nc(-c2ccnc(Nc3ccccc3)c2)n1-c1ccc2ccccc2c1,,6.33,7.21
O=c1[nH]nc(-c2ccnc(Nc3ccccn3)c2)n1-c1ccc2ccccc2c1,,6.96,7.4
O=c1[nH]nc(-c2ccnc(Nc3cccnc3)c2)n1-c1ccc2ccccc2c1,,6.02,6.6
O=c1[nH]nc(-c2ccnc(Nc3nccs3)c2)n1-c1ccc2ccccc2c1,,6.19,6.68
C[C@H](Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,,,5.41
CC(=O)Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1,,5.82,6.39
O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)C1CC1,,6.36,6.92
O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,,5.36,6.23
O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(F)ccc2c1,,6.72,7.16
Nc1ccc2cc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)ccc2c1,,5.28,6.02
O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(Br)ccc2c1,,6.11,6.37
O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(F)c2c1,,6.42,7.27
Nc1cccc2ccc(-n3c(-c4ccnc(NC5CCOCC5)c4)n[nH]c3=O)cc12,,6.24,7.03
O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cccc(Cl)c2c1,,6.82,7.85
O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,,7.21,7.66
O=c1n(C2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,,7.01,7.8
O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,,6.5,7.04
O=c1n(-c2ccccn2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,,6.82,7.0
O=c1n(Cc2ccncc2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,,7.01,7.54
O=c1n(C2CCNCC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,,6.28,6.8
CCN1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,,5.7,6.55
O=c1n(C2CCN(CC(F)(F)F)CC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1,,6.77,7.44
COC(=O)N1CCC(n2nc(-c3ccnc(NC4CCOCC4)c3)n(-c3ccc4ccccc4c3)c2=O)CC1,,7.24,7.62
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,,6.06,7.21
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,,5.5,6.16
CCc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OC,,4.65,5.04
CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,,5.2,5.02
CCOC(=O)c1c(C(F)(F)F)csc1NC(=O)Cc1ccc(OC)cc1,,,4.41
CCOC(=O)c1c(C#N)csc1NC(=O)Cc1ccc(OC)cc1,,6.03,6.51
C#Cc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OCC,,4.55,5.52
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(-c2ccncc2)cc1,,5.74,6.58
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCn2ccnc2)cc1,,5.34,6.3
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCCC2)cc1,,6.21,7.0
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,,5.59,6.65
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cc[nH]c12,,5.38,5.99
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2nccnc12,,6.12,6.79
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,,6.39,6.96
COC(=O)c1c(C)csc1NC(=O)CN1C(=O)CCc2ccccc21,,6.15,6.9
COc1ccc(CC(=O)Nc2scc(C)c2-c2nc(C)n[nH]2)cc1,5.3,5.6899999999999995,
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(-c3ccncc3)cc2)n1,5.3,5.595,
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(OCCCN3CCCCC3)cc2)n1,5.3,5.545,
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,5.3,,5.765000000000001
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3ncccc23)n1,,,7.1
Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,5.3,,
Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,,7.38,7.6
O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.38,7.55
O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Cl)c1-c1ncn[nH]1,,8.05,8.3
N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,,8.1,8.22
O=C(Cc1cccc2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,,7.3,7.48
O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,,7.37,7.96
N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1,,7.58,8.15
O=C(Cc1cccc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,,7.05,7.47
O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,,7.38,7.75
N#Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,,7.39,7.92
Oc1c2ccccc2c2c3c(cccc13)N=N2,,7.4,
NC(=O)c1ccsc1NC(=O)CN1CCN(S(=O)(=O)c2ccccc2C(F)(F)F)CC1,4.12,,
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,,7.05,7.05
c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cn[nH]c3)cc2n1,,,7.3
c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cnoc3)cc2n1,,,6.16
c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(N3CCOCC3)cc2n1,,,5.36
c1cncc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)c1,,,6.68
Cc1ccc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2)cn1,,,6.14
Cc1ccc(-c2ncn(-c3ccc(Nc4ncc5ccc(-c6cn[nH]c6)cc5n4)cc3)n2)cn1,,,7.3
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc3c2)cn1,,,7.22
Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,,,7.52
Cn1cc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cn1,,,7.7
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1F,,,7.16
c1cc(-c2nccs2)c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2c1,,,8.15
c1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1,,,7.22
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cc1F,,,7.1
Cc1ncn(-c2ccc(Nc3ncc4cccc(-c5nccs5)c4n3)cc2)n1,,,7.7
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc23)cc1F,,,7.05
Cc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cn1,,,7.52
Cc1ccc(-c2cccc3cnc(Nc4ccc5c(c4)OCO5)nc23)cn1,,,7.22
Cc1ccc(-c2cccc3cnc(Nc4ccc(F)cc4)nc23)cn1,,,6.77
Cc1ccc(-c2cccc3cnc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cn1,,,7.05
Cc1ccc(-c2cccc3cnc(NC4CCC(O)CC4)nc23)cn1,,,7.3
Cc1ccc(-c2cccc3cnc(N[C@H]4CC[C@@H](C(=O)N5CCCC5)CC4)nc23)cn1,,,7.52
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2Cl)cn1,,,7.4
CC(C)n1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2Cl)cn1,,,7.2
Cc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,,,8.0
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C(F)(F)F)cn1,,,6.72
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2C2CC2)cn1,,,7.7
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2-c2cnn(C)c2)cn1,,,8.05
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2-c2ccccc2)cn1,,,8.0
COc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,,,8.4
NC(=O)c1ccsc1NC(=O)Cc1cccc(F)c1,5.03,,
Cc1sc(NC(=O)Cc2cccc3ccccc23)c(C(N)=O)c1C,4.58,,
NC(=O)c1ccsc1NC(=O)Cc1cccc2ccccc12,5.27,,
NC(=O)c1ccsc1NC(=O)Cc1ccccc1,5.44,,
NC(=O)c1ccsc1NC(=O)c1ccccc1,5.23,,
NC(=O)c1ccsc1NC(=O)Cc1cccs1,5.5,,
Cc1cc(C)cc(CC(=O)Nc2sccc2C(N)=O)c1,5.57,,
NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)OCCO2,5.57,,
NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)OCO2,5.75,,
COc1ccc(C)cc1CC(=O)Nc1sccc1C(N)=O,5.64,,
NC(=O)c1ccsc1NC(=O)Cc1csc2ccccc12,5.89,,
NC(=O)c1ccsc1NC(=O)Cc1ccccc1Cl,5.85,,
NC(=O)c1ccsc1NC(=O)Cc1cccc(Cl)c1,5.58,,
NC(=O)c1ccsc1NC(=O)Cc1ccc(Cl)cc1,4.73,,
NC(=O)c1ccsc1NC(=O)Cc1ccccc1F,5.08,,
NC(=O)c1ccsc1NC(=O)Cc1ccc(F)cc1,5.29,,
NC(=O)c1ccsc1NC(=O)Cc1ccccc1Br,5.54,,
NC(=O)c1ccsc1NC(=O)Cc1cccc(Br)c1,5.75,,
NC(=O)c1ccsc1NC(=O)Cc1ccccc1I,5.47,,
NC(=O)c1ccsc1NC(=O)Cc1cccc(I)c1,5.75,,
COc1ccccc1CC(=O)Nc1sccc1C(N)=O,4.92,,
COc1cccc(CC(=O)Nc2sccc2C(N)=O)c1,5.58,,
COc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.24,,
Cc1ccccc1CC(=O)Nc1sccc1C(N)=O,5.22,,
Cc1cccc(CC(=O)Nc2sccc2C(N)=O)c1,5.27,,
Cc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.37,,
NC(=O)c1ccsc1NC(=O)Cc1cccc(C(F)(F)F)c1,5.12,,
NC(=O)c1ccsc1NC(=O)Cc1ccc(C(F)(F)F)cc1,5.19,,
NC(=O)c1ccsc1NC(=O)Cc1ccc(OC(F)(F)F)cc1,5.24,,
N#Cc1cccc(CC(=O)Nc2sccc2C(N)=O)c1,4.68,,
N#Cc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.47,,
CCOc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1,5.72,,
NC(=O)c1ccsc1NC(=O)Cc1cc(F)cc(F)c1,5.09,,
NC(=O)c1ccsc1NC(=O)Cc1ccc(F)c(F)c1,4.99,,
NC(=O)c1ccsc1NC(=O)Cc1ccc(F)cc1F,5.01,,
NC(=O)c1ccsc1NC(=O)Cc1c(F)cccc1F,5.13,,
NC(=O)c1ccsc1NC(=O)Cc1cc(F)ccc1F,5.24,,
NC(=O)c1ccsc1NC(=O)Cc1c(F)cccc1Cl,4.9,,
COc1cc(CC(=O)Nc2sccc2C(N)=O)cc(OC)c1,5.51,,
NC(=O)c1ccsc1NC(=O)Cc1cccnc1,5.09,,
NC(=O)c1ccsc1NC(=O)Cc1c[nH]c2ccccc12,5.03,,
CC1CN(CC(=O)Nc2sccc2C(N)=O)CC(C)O1,4.18,,
NC(=O)c1ccsc1NC(=O)CN1CCN(Cc2ccco2)CC1,5.12,,
NC(=O)c1ccsc1NC(=O)CN1CCN(C(=O)C2CC2)CC1,4.08,,
NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)CCCC2,5.44,,
NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)CCC2,5.6,,
NC(=O)c1ccsc1NC(=O)Cc1cc(F)cc2c1OCOC2,5.31,,
NC(=O)c1ccsc1NC(=O)Cc1csc2nc(-c3cccs3)cn12,5.6,,
NC(=O)c1ccsc1NC(=O)Cc1cc(Cl)c2c(c1)OCCCO2,5.72,,
Cc1cnc2sc(CC(=O)Nc3sccc3C(N)=O)cn12,5.6,,
Cc1ncn(-c2ccc(Nc3nccc(-c4cc[nH]n4)n3)cc2)n1,,,6.2
Cc1ncn(-c2ccc(Nc3nccc(-c4ccn(C)n4)n3)cc2)n1,,,5.84
Cc1ncn(-c2ccc(Nc3ncc(Cl)c(-c4ccn(C)n4)n3)cc2)n1,,,6.07
Cn1ccc(-c2nc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2Cl)n1,,,6.14
c1cc(-c2cc[nH]n2)cc(Nc2ccc(N3CCOCC3)cc2)n1,,,6.8
Clc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1cc[nH]n1,,,7.16
Cn1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncc2Cl)n1,,,6.89
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(Cl)cn3)cc2)n1,,,6.8
Cn1ccc(-c2cc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2Cl)n1,,,6.7
Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(Cl)cn4)cc3)n2)cn1,,,6.22
Cn1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1,,,6.8
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(F)cn3)cc2)n1,,,6.47
Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(F)cn4)cc3)n2)cn1,,,6.7
Cn1ccc(-c2cc(Nc3ccc(-n4cnc(-c5ccccn5)n4)cc3)ncc2F)n1,,,6.32
Cn1ccc(-c2cc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)ncc2F)n1,,,6.8
Cc1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)cc1-c1ccn(C)n1,,,6.12
Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(Cc2ccccc2)n1,,,7.0
Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCc2ccccc2)n1,,,6.77
Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCN2CCOCC2)n1,,,6.5
COc1cccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)c1,,,6.19
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(-c5cccc(C#N)c5)n4)ccn3)cc2)n1,,,6.62
CSc1ccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)cc1,,,5.88
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(-c5ccccn5)n4)ccn3)cc2)n1,,,6.47
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4ccc(F)cc4)ccn3)cc2)n1,,,8.15
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4cccnc4)ccn3)cc2)n1,,,6.96
Cn1cc(-c2ncco2)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)n1,,,6.82
Cn1cc(-c2cn(C)nc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cn1,,,6.41
Cn1cc(-c2ccnn2C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)n1,,,6.41
CCCc1cn(C)nc1-c1ccnc(Nc2ccc(-n3nc(C)nc3C)cc2)c1,,,5.85
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1,,,6.4
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cnc(Br)s2)CC1,,,6.51
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2nc(Br)cs2)CC1,,,5.75
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cscn2)CC1,,,5.64
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccno2)CC1,,,5.3
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc[nH]2)CC1,,,5.05
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2csc(C)n2)CC1,,,5.24
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)n2)CC1,,,5.7
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(C)n2)CC1,,,5.7
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)c2)CC1,,,5.19
Cc1cccc(NC(=O)c2ccc(Br)o2)c1N1CCC2(CC1)OCCO2,,,7.22
Cc1cccc(NC(=O)c2ccc(Cl)o2)c1N1CCC2(CC1)OCCO2,,,7.1
Cc1cccc(NC(=O)c2ccc(F)o2)c1N1CCC2(CC1)OCCO2,,,6.39
Cc1cccc(NC(=O)c2ccc(C#N)o2)c1N1CCC2(CC1)OCCO2,,,6.68
Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,,,6.28
Cc1cccc(NC(=O)c2ccc(C(F)F)o2)c1N1CCC2(CC1)OCCO2,,,6.46
CCc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,,,6.0
CC#Cc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,,,6.96
Cc1cccc(NC(=O)c2ccc(Cc3ccccc3)o2)c1N1CCC2(CC1)OCCO2,,,5.32
COc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,,,6.21
CC(=O)Nc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,,,4.96
O=C(Nc1cccc(Cl)c1N1CCNCC1)c1ccc(Br)o1,,,5.0
CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,,,5.92
CCCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,,,6.05
CC(C)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,,,5.66
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,,,6.48
C=C(C)CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,,,6.27
O=C(Nc1cccc(Cl)c1N1CCN(C2CC2)CC1)c1ccc(Br)o1,,,6.02
O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccco2)CC1)c1ccc(Br)o1,,,6.6
O=C(Nc1cccc(Cl)c1N1CCN(Cc2ccccc2)CC1)c1ccc(Br)o1,,,5.96
O=C(Nc1cccc(Cl)c1N1CCN(CCc2ccccc2)CC1)c1ccc(Br)o1,,,5.85
O=C(Nc1cccc(Cl)c1N1CCN(c2ccccn2)CC1)c1ccc(Br)o1,,,6.0
CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1,,,6.09
C=CCN1CCN(c2c(C)cccc2NC(=O)c2ccc(Br)o2)CC1,,,6.7
C#CCN1CCN(c2c(F)cccc2NC(=O)c2ccc(Br)o2)CC1,,,6.54
Cc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,,4.82,4.83
Fc1cnccc1-c1n[nH]c(=S)n1-c1ccc2ccccc2c1,,4.46,4.56
S=c1[nH]nc(-c2ccncc2)n1-c1ccc2ncccc2c1,,,4.5
Nc1cc(-c2n[nH]c(=S)n2-c2ccc3ccccc3c2)ccn1,,6.3,5.99
S=c1[nH]nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,,7.18,7.28
S=c1[nH]nc(-c2ccnc(NCC3CC3)c2)n1-c1ccc2ccccc2c1,,5.65,6.03
c1ccc2cc(-n3cnnc3-c3ccncc3)ccc2c1,,4.72,5.35
Cc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,,4.33,4.74
c1ccc2cc(-n3nnnc3-c3ccncc3)ccc2c1,,,4.31
Clc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,,,4.52
N/N=c1\[nH]nc(-c2ccncc2)n1-c1ccc2ccccc2c1,,4.47,4.83
Clc1nnn(-c2ccncc2)c1-c1ccc2ccccc2c1,,4.42,4.9
c1ccc2cc(-c3cnnn3-c3ccncc3)ccc2c1,,4.73,5.32
c1ccc2cc(-c3ccnn3-c3ccncc3)ccc2c1,,5.03,5.61
c1ccc2cc(-n3nccc3-c3ccncc3)ccc2c1,,5.31,5.91
c1ccc2cc(-n3ccnc3-c3ccncc3)ccc2c1,,5.19,5.72
c1ccc2cc(-n3nncc3-c3ccncc3)ccc2c1,,5.04,5.57
c1ccc2cc(-c3nn[nH]c3-c3ccncc3)ccc2c1,,5.91,6.44
c1ccc2cc(-c3[nH]ncc3-c3ccncc3)ccc2c1,,6.06,6.61
c1ccc2cc(-c3ncncc3-c3ccncc3)ccc2c1,,4.74,5.38
O=C1NCCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,,5.5,
COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CCCNC5=O)cn2)c1,,5.57,
COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CN(C)NC5=O)cn2)cc1,,6.26,
O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,,8.7,
O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,,7.66,
O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,,7.47,
O=C1NCc2[nH]c3c(ccc4cnc(Nc5cccc(F)c5)cc43)c21,,9.0,
O=C1NCc2[nH]c3c(ccc4cnc(-c5ccccc5F)cc43)c21,,7.52,
O=C1NCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,,7.96,
O=C1NCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,,7.12,
COCCOc1cncc(-c2cc3c(ccc4c5c([nH]c43)CNC5=O)cn2)c1,,7.42,
O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,,6.7,
O=C1NCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,,7.12,
COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCNC5=O)cn2)cc1F,,5.85,
O=C1NCCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21,,6.57,
O=C1NCCc2[nH]c3c(ccc4cnc(-c5cncc(OCCN6CCOCC6)c5)cc43)c21,,6.38,
COc1ccc(-c2cc3c(ccc4c5c([nH]c43)CCC5=O)cn2)cc1F,,5.66,
O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccccc5)cc43)c21,,7.07,
O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21,,6.01,
O=C1NCCCc2[nH]c3c(ccc4cnc(/C=C/c5cccc(CCN6CCOCC6)c5)cc43)c21,,6.16,
O=C(Cc1ccc(F)c2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,,7.17,7.62
O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,,7.04,7.52
O=C(Cc1cc(F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,,,7.39
O=C(Cc1cccc2ncc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,,,7.28
O=C(Cc1cc(C(F)(F)F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,5.3,,
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.5,7.85
N#Cc1csc(NC(=O)CN2C(=O)CCc3ncccc32)c1-c1ncn[nH]1,,7.75,8.22
O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,,8.1,8.15
O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.68,8.22
O=C(Cn1c(=O)ccc2nc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.42,7.85
O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,,7.13,8.1
O=C(Cn1c(=O)ccn2nc(C(F)(F)F)cc12)Nc1scc(Br)c1-c1ncn[nH]1,,7.44,7.85
O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,,7.82,8.3
O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,,8.3,8.05
